txn_id,user_id,method,bank,request_time,credit_time,amount,status,retry_attempts
TXN00820,2962,UPI,IDFC,2025-05-12 06:41:00,2025-05-12 06:42:00,17420.47,SUCCESS,0
TXN00821,4885,IMPS,HDFC,2025-04-01 22:09:00,2025-04-01 22:24:00,29342.45,SUCCESS,0
TXN00822,2148,UPI,Kotak,2025-05-23 01:57:00,2025-05-23 02:02:00,5836.31,SUCCESS,0
TXN00823,3251,IMPS,Axis,2025-05-18 19:00:00,2025-05-18 19:05:00,28542.32,SUCCESS,0
TXN00824,3164,NEFT,PNB,2025-04-03 13:54:00,2025-04-03 14:24:00,3534.28,SUCCESS,0
TXN00825,2515,NEFT,Kotak,2025-04-10 02:23:00,2025-04-10 03:23:00,3568.42,FAILED,3
TXN00826,3000,NEFT,IDFC,2025-05-27 01:10:00,2025-05-27 04:10:00,2557.56,SUCCESS,0
TXN00827,2603,IMPS,SBI,2025-04-11 17:33:00,2025-04-11 17:38:00,2712.4,SUCCESS,0
TXN00828,4286,UPI,IDFC,2025-04-07 16:25:00,2025-04-07 16:26:00,37027.81,FAILED,2
TXN00829,2000,IMPS,Axis,2025-05-23 03:31:00,2025-05-23 03:46:00,11833.93,SUCCESS,0
TXN00830,3103,NEFT,PNB,2025-05-27 22:24:00,2025-05-27 23:24:00,1464.48,SUCCESS,0
TXN00831,4396,NEFT,PNB,2025-05-15 19:36:00,2025-05-15 20:06:00,9032.24,SUCCESS,0
TXN00832,3339,NEFT,ICICI,2025-05-11 17:21:00,2025-05-11 17:51:00,6555.84,SUCCESS,0
TXN00833,4883,IMPS,IDFC,2025-04-26 20:16:00,2025-04-26 20:46:00,1626.62,SUCCESS,0
TXN00834,2096,IMPS,HDFC,2025-05-22 15:45:00,2025-05-22 16:00:00,2680.02,SUCCESS,0
TXN00835,3918,NEFT,SBI,2025-05-21 08:18:00,2025-05-21 11:18:00,24033.65,SUCCESS,0
TXN00836,2411,IMPS,IDFC,2025-04-12 02:04:00,2025-04-12 02:34:00,3683.69,FAILED,2
TXN00837,4242,NEFT,Kotak,2025-05-19 00:35:00,2025-05-19 01:05:00,4103.38,SUCCESS,0
TXN00838,3744,NEFT,ICICI,2025-04-15 05:55:00,2025-04-15 08:55:00,19151.09,SUCCESS,0
TXN00839,3307,IMPS,HDFC,2025-05-09 15:10:00,2025-05-09 15:25:00,1506.57,SUCCESS,0
TXN00840,1061,NEFT,PNB,2025-04-18 19:57:00,2025-04-18 20:27:00,255.86,SUCCESS,0
TXN00841,1460,NEFT,PNB,2025-05-22 04:07:00,2025-05-22 05:07:00,17039.45,SUCCESS,0
TXN00842,4445,UPI,Kotak,2025-05-02 00:02:00,2025-05-02 00:03:00,50011.45,SUCCESS,0
TXN00843,3690,NEFT,Kotak,2025-04-26 01:02:00,2025-04-26 02:02:00,1388.26,SUCCESS,0
TXN00844,2164,UPI,SBI,2025-04-09 01:53:00,2025-04-09 01:54:00,25792.89,SUCCESS,0
TXN00845,1046,UPI,ICICI,2025-04-05 09:43:00,2025-04-05 09:48:00,5476.98,PENDING,3
TXN00846,3008,UPI,PNB,2025-04-06 21:54:00,2025-04-06 21:55:00,1099.8,SUCCESS,0
TXN00847,1312,UPI,Kotak,2025-05-30 16:41:00,2025-05-30 16:56:00,6341.53,SUCCESS,0
TXN00848,3570,IMPS,ICICI,2025-05-06 07:51:00,2025-05-06 07:56:00,2515.91,SUCCESS,0
TXN00849,4770,IMPS,SBI,2025-05-30 07:33:00,2025-05-30 07:38:00,19979.1,FAILED,1
TXN00850,2298,IMPS,IDFC,2025-04-19 22:26:00,2025-04-19 22:31:00,289.26,SUCCESS,0
TXN00851,1701,IMPS,ICICI,2025-05-09 08:32:00,2025-05-09 08:47:00,112.37,SUCCESS,0
TXN00852,1366,UPI,IDFC,2025-04-12 07:04:00,2025-04-12 07:05:00,13316.69,SUCCESS,0
TXN00853,4760,IMPS,PNB,2025-04-28 00:42:00,2025-04-28 00:57:00,20144.53,SUCCESS,0
TXN00854,2777,NEFT,ICICI,2025-05-09 00:25:00,2025-05-09 00:55:00,6664.86,SUCCESS,0
TXN00855,4969,UPI,PNB,2025-05-12 23:17:00,2025-05-12 23:22:00,35222.03,SUCCESS,0
TXN00856,3889,NEFT,PNB,2025-04-06 13:21:00,2025-04-06 13:51:00,4231.84,SUCCESS,0
TXN00857,2675,IMPS,PNB,2025-05-18 06:39:00,2025-05-18 06:44:00,34340.25,SUCCESS,0
TXN00858,3280,NEFT,IDFC,2025-04-15 19:01:00,2025-04-15 22:01:00,3735.97,FAILED,2
TXN00859,2057,NEFT,SBI,2025-05-26 05:54:00,2025-05-26 06:24:00,1319.57,SUCCESS,0
TXN00860,3370,IMPS,HDFC,2025-04-05 02:10:00,2025-04-05 02:15:00,2881.67,SUCCESS,0
TXN00861,1128,IMPS,IDFC,2025-04-12 12:40:00,2025-04-12 12:45:00,7982.74,SUCCESS,0
TXN00862,3991,NEFT,PNB,2025-05-25 13:28:00,2025-05-25 13:58:00,19785.86,SUCCESS,0
TXN00863,1827,NEFT,HDFC,2025-04-10 16:31:00,2025-04-10 17:01:00,297.71,SUCCESS,0
TXN00864,2238,UPI,IDFC,2025-04-26 02:57:00,2025-04-26 03:02:00,26182.29,SUCCESS,0
TXN00865,3880,NEFT,PNB,2025-04-09 05:22:00,2025-04-09 05:52:00,5542.45,SUCCESS,0
TXN00866,1282,UPI,PNB,2025-05-14 03:27:00,2025-05-14 03:42:00,11016.79,FAILED,2
TXN00867,2779,NEFT,IDFC,2025-05-26 13:21:00,2025-05-27 13:21:00,23503.63,SUCCESS,0
TXN00868,2108,UPI,SBI,2025-04-02 23:30:00,2025-04-02 23:35:00,12570.62,SUCCESS,0
TXN00869,2700,UPI,Axis,2025-04-23 01:39:00,2025-04-23 01:44:00,684.19,FAILED,3
TXN00870,1100,UPI,Kotak,2025-04-21 19:37:00,2025-04-21 19:42:00,45965.43,SUCCESS,0
TXN00871,2656,UPI,PNB,2025-04-03 00:00:00,2025-04-03 00:01:00,5861.08,SUCCESS,0
TXN00872,4979,IMPS,HDFC,2025-04-12 04:33:00,2025-04-12 04:48:00,49186.58,SUCCESS,0
TXN00873,3734,NEFT,Axis,2025-05-01 04:23:00,2025-05-01 07:23:00,57910.94,SUCCESS,0
TXN00874,3263,IMPS,Axis,2025-05-22 11:12:00,2025-05-22 11:42:00,25312.23,SUCCESS,0
TXN00875,1941,UPI,PNB,2025-05-17 11:08:00,2025-05-17 11:09:00,4571.31,SUCCESS,0
TXN00876,3737,IMPS,SBI,2025-04-15 03:48:00,2025-04-15 04:03:00,34975.27,SUCCESS,0
TXN00877,1168,UPI,ICICI,2025-04-07 03:25:00,2025-04-07 03:26:00,2033.89,SUCCESS,0
TXN00878,4298,NEFT,ICICI,2025-05-23 13:14:00,2025-05-23 14:14:00,9056.93,SUCCESS,0
TXN00879,1400,IMPS,SBI,2025-04-14 19:29:00,2025-04-14 19:59:00,45019.99,SUCCESS,0
TXN00880,3636,UPI,PNB,2025-05-09 07:17:00,2025-05-09 07:22:00,28138.7,FAILED,2
TXN00881,3064,UPI,PNB,2025-05-07 01:19:00,2025-05-07 01:24:00,23694.92,FAILED,1
TXN00882,4594,IMPS,ICICI,2025-04-30 16:15:00,2025-04-30 16:30:00,2804.67,SUCCESS,0
TXN00883,3063,IMPS,Axis,2025-04-21 17:42:00,2025-04-21 17:47:00,5317.87,SUCCESS,0
TXN00884,3856,IMPS,SBI,2025-04-02 08:27:00,2025-04-02 08:42:00,21376.78,SUCCESS,0
TXN00885,3003,UPI,HDFC,2025-05-07 05:44:00,2025-05-07 05:49:00,19243.55,SUCCESS,0
TXN00886,4097,UPI,ICICI,2025-05-16 23:58:00,2025-05-17 00:13:00,31119.56,SUCCESS,0
TXN00887,3320,IMPS,Axis,2025-05-18 23:44:00,2025-05-18 23:59:00,1282.36,SUCCESS,0
TXN00888,4258,UPI,ICICI,2025-05-07 08:59:00,2025-05-07 09:00:00,2041.16,SUCCESS,0
TXN00889,2205,IMPS,SBI,2025-04-28 02:42:00,2025-04-28 03:42:00,3386.22,SUCCESS,0
TXN00890,4567,IMPS,PNB,2025-04-12 14:30:00,2025-04-12 14:45:00,5351.56,SUCCESS,0
TXN00891,1540,IMPS,ICICI,2025-04-20 14:51:00,2025-04-20 15:06:00,5641.74,FAILED,3
TXN00892,1058,UPI,SBI,2025-04-02 07:28:00,2025-04-02 07:29:00,9560.63,SUCCESS,0
TXN00893,4069,IMPS,PNB,2025-04-09 02:10:00,2025-04-09 02:25:00,7753.31,SUCCESS,0
TXN00894,2716,UPI,Axis,2025-04-25 20:09:00,2025-04-25 20:14:00,17090.19,SUCCESS,0
TXN00895,2109,IMPS,Axis,2025-05-20 22:12:00,2025-05-20 22:42:00,5375.34,SUCCESS,0
TXN00896,2991,IMPS,SBI,2025-04-21 17:32:00,2025-04-21 17:47:00,12538.58,SUCCESS,0
TXN00897,3896,UPI,ICICI,2025-04-14 02:11:00,2025-04-14 02:12:00,32515.5,SUCCESS,0
TXN00898,1769,UPI,Kotak,2025-04-07 13:43:00,2025-04-07 13:44:00,3538.07,SUCCESS,0
TXN00899,4397,NEFT,PNB,2025-04-24 04:55:00,2025-04-24 05:55:00,4452.46,SUCCESS,0
TXN00900,2070,NEFT,PNB,2025-04-01 17:43:00,2025-04-01 18:13:00,2541.4,FAILED,3
TXN00901,2942,UPI,SBI,2025-05-05 19:28:00,2025-05-05 19:43:00,15758.27,SUCCESS,0
TXN00902,4277,IMPS,ICICI,2025-05-23 07:03:00,2025-05-23 07:08:00,32939.97,SUCCESS,0
TXN00903,2328,NEFT,IDFC,2025-04-26 04:33:00,2025-04-26 05:03:00,12511.75,SUCCESS,0
TXN00904,2958,IMPS,Axis,2025-05-23 17:37:00,2025-05-23 18:37:00,725.65,SUCCESS,0
TXN00905,4183,IMPS,PNB,2025-04-03 11:30:00,2025-04-03 11:35:00,36344.5,FAILED,3
TXN00906,2263,IMPS,SBI,2025-04-23 06:45:00,2025-04-23 06:50:00,7431.51,SUCCESS,0
TXN00907,3568,UPI,ICICI,2025-05-15 09:24:00,2025-05-15 09:29:00,2780.55,SUCCESS,0
TXN00908,4474,UPI,IDFC,2025-05-10 09:03:00,2025-05-10 09:08:00,6175.5,SUCCESS,0
TXN00909,1212,IMPS,PNB,2025-04-10 18:29:00,2025-04-10 18:44:00,3639.92,SUCCESS,0
TXN00910,2489,UPI,ICICI,2025-04-06 10:58:00,2025-04-06 10:59:00,782.88,SUCCESS,0
TXN00911,4293,IMPS,IDFC,2025-05-03 09:33:00,2025-05-03 10:33:00,1018.18,SUCCESS,0
TXN00912,4829,IMPS,IDFC,2025-05-10 12:18:00,2025-05-10 12:33:00,28403.88,SUCCESS,0
TXN00913,3547,NEFT,Kotak,2025-04-08 09:33:00,2025-04-08 10:03:00,1622.07,SUCCESS,0
TXN00914,2777,UPI,Kotak,2025-05-20 02:59:00,2025-05-20 03:04:00,73646.01,SUCCESS,0
TXN00915,2325,NEFT,IDFC,2025-05-19 13:37:00,2025-05-19 14:37:00,9961.6,SUCCESS,0
TXN00916,1347,IMPS,IDFC,2025-04-17 00:46:00,2025-04-17 01:01:00,24816.49,SUCCESS,0
TXN00917,3780,NEFT,Axis,2025-04-13 20:57:00,2025-04-13 21:57:00,3243.7,SUCCESS,0
TXN00918,4831,UPI,Kotak,2025-05-27 14:45:00,2025-05-27 14:46:00,11836.6,SUCCESS,0
TXN00919,1232,IMPS,Axis,2025-05-19 16:24:00,2025-05-19 16:54:00,30776.06,SUCCESS,0
TXN00920,4622,IMPS,PNB,2025-05-10 00:55:00,2025-05-10 01:25:00,20482.72,FAILED,3
TXN00921,3892,IMPS,PNB,2025-04-04 19:15:00,2025-04-04 19:45:00,26103.2,SUCCESS,0
TXN00922,4511,IMPS,Kotak,2025-05-09 11:06:00,2025-05-09 11:11:00,109764.75,SUCCESS,0
TXN00923,1873,IMPS,ICICI,2025-05-11 01:44:00,2025-05-11 01:49:00,11665.96,SUCCESS,0
TXN00924,1344,IMPS,HDFC,2025-05-01 17:27:00,2025-05-01 17:57:00,11700.1,SUCCESS,0
TXN00925,1743,IMPS,Axis,2025-05-07 08:22:00,2025-05-07 09:22:00,37142.47,FAILED,3
TXN00926,1664,NEFT,Kotak,2025-05-07 15:57:00,2025-05-07 18:57:00,13064.53,SUCCESS,0
TXN00927,1667,IMPS,SBI,2025-05-09 06:37:00,2025-05-09 06:52:00,4248.51,PENDING,3
TXN00928,4620,UPI,PNB,2025-04-17 19:26:00,2025-04-17 19:31:00,1384.07,SUCCESS,0
TXN00929,4275,NEFT,PNB,2025-04-08 22:59:00,2025-04-09 01:59:00,28361.48,SUCCESS,0
TXN00930,3682,UPI,ICICI,2025-04-17 15:18:00,2025-04-17 15:23:00,30996.24,SUCCESS,0
TXN00931,2573,IMPS,HDFC,2025-05-01 11:59:00,2025-05-01 12:29:00,20681.18,SUCCESS,0
TXN00932,1584,IMPS,Axis,2025-05-09 17:14:00,2025-05-09 17:29:00,22370.06,PENDING,3
TXN00933,1115,NEFT,PNB,2025-05-27 04:17:00,2025-05-27 04:47:00,13255.47,SUCCESS,0
TXN00934,1893,IMPS,PNB,2025-04-10 23:56:00,2025-04-11 00:11:00,19906.91,SUCCESS,0
TXN00935,3042,IMPS,IDFC,2025-05-29 15:53:00,2025-05-29 15:58:00,1828.14,SUCCESS,0
TXN00936,4450,IMPS,PNB,2025-05-20 01:10:00,2025-05-20 01:25:00,13568.28,SUCCESS,0
TXN00937,2658,IMPS,ICICI,2025-05-28 16:53:00,2025-05-28 16:58:00,762.98,FAILED,3
TXN00938,4189,IMPS,SBI,2025-04-20 01:48:00,2025-04-20 01:53:00,3928.17,SUCCESS,0
TXN00939,4856,UPI,SBI,2025-04-18 12:43:00,2025-04-18 12:44:00,25027.15,SUCCESS,0
TXN00940,3224,UPI,IDFC,2025-04-11 05:05:00,2025-04-11 06:05:00,3720.81,SUCCESS,0
TXN00941,4361,UPI,HDFC,2025-05-24 11:20:00,2025-05-24 11:25:00,1867.55,SUCCESS,0
TXN00942,3228,IMPS,SBI,2025-04-16 07:47:00,2025-04-16 08:47:00,52819.26,SUCCESS,0
TXN00943,2318,NEFT,HDFC,2025-04-10 06:45:00,2025-04-10 07:15:00,13887.27,SUCCESS,0
TXN00944,3836,NEFT,IDFC,2025-05-12 16:28:00,2025-05-12 16:58:00,392.68,SUCCESS,0
TXN00945,1889,UPI,HDFC,2025-04-04 03:27:00,2025-04-04 03:42:00,1328.64,SUCCESS,0
TXN00946,3025,UPI,HDFC,2025-04-07 10:30:00,2025-04-07 10:45:00,28014.47,SUCCESS,0
TXN00947,4614,UPI,IDFC,2025-05-04 06:03:00,2025-05-04 06:04:00,11553.13,SUCCESS,0
TXN00948,3063,IMPS,Kotak,2025-05-14 18:06:00,2025-05-14 18:11:00,98155.09,SUCCESS,0
TXN00949,4009,NEFT,SBI,2025-05-31 06:56:00,2025-05-31 07:26:00,39094.52,SUCCESS,0
TXN00950,4740,NEFT,ICICI,2025-05-28 05:48:00,2025-05-28 06:48:00,14008.16,SUCCESS,0
TXN00951,3845,IMPS,HDFC,2025-04-01 18:05:00,2025-04-01 18:10:00,17878.81,SUCCESS,0
TXN00952,1480,IMPS,Kotak,2025-05-22 02:17:00,2025-05-22 02:22:00,13215.82,SUCCESS,0
TXN00953,3448,NEFT,Kotak,2025-04-26 20:16:00,2025-04-26 20:46:00,4994.78,SUCCESS,0
TXN00954,2526,IMPS,Axis,2025-05-22 20:12:00,2025-05-22 20:27:00,6605.37,SUCCESS,0
TXN00955,1665,IMPS,Axis,2025-05-26 03:16:00,2025-05-26 03:21:00,9031.87,SUCCESS,0
TXN00956,4855,NEFT,Kotak,2025-04-24 02:24:00,2025-04-24 03:24:00,6942.24,FAILED,2
TXN00957,2659,IMPS,PNB,2025-04-27 12:32:00,2025-04-27 12:37:00,7922.21,SUCCESS,0
TXN00958,1376,IMPS,SBI,2025-05-19 02:47:00,2025-05-19 03:47:00,7268.09,SUCCESS,0
TXN00959,4755,UPI,HDFC,2025-04-21 22:19:00,2025-04-21 22:20:00,8868.46,SUCCESS,0
TXN00960,1737,NEFT,SBI,2025-05-06 23:11:00,2025-05-06 23:41:00,25605.2,SUCCESS,0
TXN00961,2209,IMPS,Kotak,2025-04-06 17:21:00,2025-04-06 17:36:00,555.26,SUCCESS,0
TXN00962,4150,IMPS,SBI,2025-05-08 05:53:00,2025-05-08 06:23:00,5472.81,SUCCESS,0
TXN00963,1301,NEFT,Axis,2025-04-12 09:49:00,2025-04-12 10:49:00,1106.49,SUCCESS,0
TXN00964,2587,IMPS,Kotak,2025-05-28 23:23:00,2025-05-28 23:38:00,11156.26,SUCCESS,0
TXN00965,4324,NEFT,Axis,2025-04-15 02:42:00,2025-04-15 03:12:00,16983.23,SUCCESS,0
TXN00966,3878,IMPS,Kotak,2025-04-10 05:46:00,2025-04-10 06:16:00,34329.78,SUCCESS,0
TXN00967,1910,UPI,Axis,2025-04-02 07:19:00,2025-04-02 07:20:00,7882.59,SUCCESS,0
TXN00968,2957,NEFT,Kotak,2025-05-04 23:00:00,2025-05-05 02:00:00,5268.42,SUCCESS,0
TXN00969,4644,UPI,Axis,2025-04-22 19:17:00,2025-04-22 19:22:00,6052.02,SUCCESS,0
TXN00970,4863,UPI,Kotak,2025-05-30 22:12:00,2025-05-30 22:17:00,638.04,SUCCESS,0
TXN00971,3485,IMPS,PNB,2025-05-19 10:50:00,2025-05-19 10:55:00,15982.13,SUCCESS,0
TXN00972,1848,NEFT,IDFC,2025-04-29 10:02:00,2025-04-29 10:32:00,5294.37,SUCCESS,0
TXN00973,3957,IMPS,ICICI,2025-05-02 09:31:00,2025-05-02 10:01:00,24384.43,SUCCESS,0
TXN00974,4324,UPI,ICICI,2025-05-26 06:06:00,2025-05-26 06:07:00,5447.36,SUCCESS,0
TXN00975,1801,UPI,HDFC,2025-05-23 18:35:00,2025-05-23 18:36:00,39872.14,SUCCESS,0
TXN00976,1904,NEFT,PNB,2025-05-12 10:38:00,2025-05-12 11:08:00,3693.75,SUCCESS,0
TXN00977,1637,NEFT,Kotak,2025-05-21 04:38:00,2025-05-21 07:38:00,13421.65,SUCCESS,0
TXN00978,2360,IMPS,PNB,2025-05-31 00:01:00,2025-05-31 00:31:00,6172.83,SUCCESS,0
TXN00979,2105,NEFT,ICICI,2025-04-04 04:03:00,2025-04-04 07:03:00,6337.57,SUCCESS,0
TXN00980,3812,NEFT,ICICI,2025-05-28 18:08:00,2025-05-28 19:08:00,2312.06,SUCCESS,0
TXN00981,4708,UPI,ICICI,2025-05-30 14:14:00,2025-05-30 15:14:00,17052.74,SUCCESS,0
TXN00982,2529,IMPS,HDFC,2025-05-26 22:43:00,2025-05-26 22:58:00,13277.25,SUCCESS,0
TXN00983,4958,UPI,HDFC,2025-05-19 00:50:00,2025-05-19 00:55:00,5070.88,SUCCESS,0
TXN00984,4041,UPI,Kotak,2025-05-06 03:52:00,2025-05-06 04:07:00,12307.75,SUCCESS,0
TXN00985,4631,IMPS,Axis,2025-04-22 11:15:00,2025-04-22 11:45:00,15163.37,SUCCESS,0
TXN00986,2124,IMPS,ICICI,2025-05-09 17:00:00,2025-05-09 17:15:00,13306.21,SUCCESS,0
TXN00987,3947,NEFT,Axis,2025-05-11 01:59:00,2025-05-11 04:59:00,31161.3,SUCCESS,0
TXN00988,1742,UPI,PNB,2025-04-13 00:04:00,2025-04-13 00:05:00,2002.23,SUCCESS,0
TXN00989,3782,UPI,Kotak,2025-05-19 01:12:00,2025-05-19 01:17:00,1547.85,SUCCESS,0
TXN00990,1991,IMPS,SBI,2025-04-17 14:08:00,2025-04-17 14:23:00,23295.83,SUCCESS,0
TXN00991,3362,NEFT,PNB,2025-04-17 10:19:00,2025-04-17 13:19:00,802.16,SUCCESS,0
TXN00992,4968,NEFT,PNB,2025-04-03 08:21:00,2025-04-03 08:51:00,41174.43,SUCCESS,0
TXN00993,1042,UPI,PNB,2025-04-02 01:31:00,2025-04-02 01:32:00,3636.22,SUCCESS,0
TXN00994,2780,NEFT,ICICI,2025-05-23 11:07:00,2025-05-24 11:07:00,1398.35,SUCCESS,0
TXN00995,3194,IMPS,SBI,2025-05-13 19:19:00,2025-05-13 20:19:00,16650.26,SUCCESS,0
TXN00996,3889,UPI,PNB,2025-05-21 09:54:00,2025-05-21 09:55:00,36026.75,SUCCESS,0
TXN00997,4917,UPI,IDFC,2025-04-17 18:50:00,2025-04-17 18:51:00,40211.72,SUCCESS,0
TXN00998,2866,UPI,HDFC,2025-04-07 23:21:00,2025-04-07 23:36:00,36050.46,SUCCESS,0
TXN00999,4497,IMPS,IDFC,2025-04-25 01:01:00,2025-04-25 01:16:00,18836.19,FAILED,3
TXN01000,1680,NEFT,Kotak,2025-05-04 07:58:00,2025-05-04 08:28:00,6149.06,SUCCESS,0
TXN01001,4167,IMPS,ICICI,2025-05-11 00:40:00,2025-05-11 00:45:00,4630.27,SUCCESS,0
TXN01002,1381,UPI,SBI,2025-04-12 12:16:00,2025-04-12 12:17:00,41388.88,SUCCESS,0
TXN01003,4324,IMPS,Kotak,2025-05-17 13:33:00,2025-05-17 13:48:00,39890.05,SUCCESS,0
TXN01004,4175,NEFT,ICICI,2025-05-31 18:07:00,2025-05-31 18:37:00,8216.86,SUCCESS,0
TXN01005,2259,NEFT,HDFC,2025-04-14 18:08:00,2025-04-14 18:38:00,4804.8,SUCCESS,0
TXN01006,4748,NEFT,Axis,2025-05-17 13:10:00,2025-05-17 16:10:00,3637.94,SUCCESS,0
TXN01007,3731,IMPS,IDFC,2025-05-18 15:26:00,2025-05-18 15:31:00,25084.04,SUCCESS,0
TXN01008,3883,IMPS,Kotak,2025-04-12 08:12:00,2025-04-12 08:42:00,7738.55,SUCCESS,0
TXN01009,1105,NEFT,Axis,2025-04-24 18:48:00,2025-04-24 19:18:00,2596.11,SUCCESS,0
TXN01010,1244,IMPS,PNB,2025-05-28 08:32:00,2025-05-28 08:47:00,5566.69,SUCCESS,0
TXN01011,4214,IMPS,HDFC,2025-04-13 14:47:00,2025-04-13 15:17:00,32085.97,SUCCESS,0
TXN01012,1042,IMPS,SBI,2025-04-20 15:13:00,2025-04-20 15:28:00,9470.68,SUCCESS,0
TXN01013,3110,IMPS,HDFC,2025-05-03 11:14:00,2025-05-03 11:44:00,11368.16,SUCCESS,0
TXN01014,2814,UPI,HDFC,2025-04-15 06:14:00,2025-04-15 06:15:00,28499.81,SUCCESS,0
TXN01015,4301,IMPS,HDFC,2025-04-11 19:53:00,2025-04-11 19:58:00,11865.2,SUCCESS,0
TXN01016,1661,IMPS,HDFC,2025-05-04 22:04:00,2025-05-04 22:19:00,27023.22,SUCCESS,0
TXN01017,1271,IMPS,Kotak,2025-04-15 00:21:00,2025-04-15 00:36:00,44034.49,SUCCESS,0
TXN01018,2315,IMPS,HDFC,2025-04-10 16:38:00,2025-04-10 16:53:00,9121.77,SUCCESS,0
TXN01019,1794,IMPS,Kotak,2025-05-27 23:28:00,2025-05-27 23:33:00,21835.85,SUCCESS,0
TXN01020,3934,NEFT,Axis,2025-04-09 08:38:00,2025-04-09 09:38:00,4289.76,SUCCESS,0
TXN01021,3810,UPI,HDFC,2025-04-27 18:51:00,2025-04-27 18:52:00,34925.02,SUCCESS,0
TXN01022,4473,UPI,HDFC,2025-05-25 12:14:00,2025-05-25 12:15:00,18082.35,PENDING,1
TXN01023,1663,NEFT,HDFC,2025-04-20 08:44:00,2025-04-20 09:14:00,5017.17,SUCCESS,0
TXN01024,1401,UPI,Kotak,2025-04-25 11:20:00,2025-04-25 11:21:00,29812.68,SUCCESS,0
TXN01025,1125,UPI,IDFC,2025-05-22 16:13:00,2025-05-22 16:14:00,7244.72,SUCCESS,0
TXN01026,2863,UPI,HDFC,2025-04-23 08:53:00,2025-04-23 08:54:00,39861.17,SUCCESS,0
TXN01027,2409,NEFT,HDFC,2025-04-25 15:14:00,2025-04-25 16:14:00,7762.12,SUCCESS,0
TXN01028,1269,IMPS,IDFC,2025-04-19 07:33:00,2025-04-19 07:38:00,13780.3,FAILED,3
TXN01029,1496,NEFT,IDFC,2025-05-23 09:28:00,2025-05-23 09:58:00,14639.51,SUCCESS,0
TXN01030,1735,UPI,ICICI,2025-04-23 19:14:00,2025-04-23 19:15:00,20108.09,SUCCESS,0
TXN01031,2426,NEFT,SBI,2025-04-15 09:40:00,2025-04-16 09:40:00,14458.01,SUCCESS,0
TXN01032,4711,IMPS,HDFC,2025-04-10 04:28:00,2025-04-10 04:33:00,661.95,SUCCESS,0
TXN01033,2776,UPI,Axis,2025-05-14 22:09:00,2025-05-14 22:10:00,3373.41,SUCCESS,0
TXN01034,2158,NEFT,ICICI,2025-05-31 06:27:00,2025-05-31 09:27:00,11263.15,FAILED,2
TXN01035,1298,NEFT,Axis,2025-04-12 03:46:00,2025-04-12 04:16:00,23244.69,SUCCESS,0
TXN01036,1091,NEFT,Kotak,2025-05-14 21:23:00,2025-05-14 22:23:00,1959.86,SUCCESS,0
TXN01037,3720,NEFT,HDFC,2025-05-20 10:17:00,2025-05-20 10:47:00,9771.49,SUCCESS,0
TXN01038,3885,IMPS,IDFC,2025-05-12 10:56:00,2025-05-12 11:01:00,9995.9,PENDING,1
TXN01039,4340,UPI,SBI,2025-05-01 19:33:00,2025-05-01 19:48:00,2133.38,SUCCESS,0
TXN01040,4959,UPI,PNB,2025-05-03 19:18:00,2025-05-03 19:19:00,8778.93,FAILED,2
TXN01041,1481,NEFT,PNB,2025-04-15 05:51:00,2025-04-15 06:21:00,10655.24,SUCCESS,0
TXN01042,3981,IMPS,Axis,2025-05-21 08:31:00,2025-05-21 08:36:00,10384.21,SUCCESS,0
TXN01043,2733,UPI,ICICI,2025-04-13 10:11:00,2025-04-13 10:12:00,4151.42,SUCCESS,0
TXN01044,3169,NEFT,ICICI,2025-05-16 23:17:00,2025-05-16 23:47:00,49008.49,SUCCESS,0
TXN01045,2296,UPI,Kotak,2025-04-29 03:09:00,2025-04-29 03:10:00,22717.65,SUCCESS,0
TXN01046,3817,IMPS,HDFC,2025-04-08 02:26:00,2025-04-08 02:41:00,4410.89,SUCCESS,0
TXN01047,2212,UPI,SBI,2025-05-11 04:50:00,2025-05-11 04:51:00,11705.44,SUCCESS,0
TXN01048,4410,IMPS,ICICI,2025-05-08 13:48:00,2025-05-08 14:48:00,31190.15,SUCCESS,0
TXN01049,1886,IMPS,SBI,2025-05-28 06:23:00,2025-05-28 07:23:00,7247.29,SUCCESS,0
TXN01050,4180,IMPS,PNB,2025-04-27 10:04:00,2025-04-27 10:34:00,22823.84,FAILED,3
TXN01051,4118,UPI,PNB,2025-05-30 12:25:00,2025-05-30 12:40:00,8662.09,FAILED,1
TXN01052,4817,NEFT,PNB,2025-05-13 15:32:00,2025-05-13 16:02:00,6305.04,SUCCESS,0
TXN01053,2352,UPI,Axis,2025-04-03 21:54:00,2025-04-03 21:55:00,9620.71,SUCCESS,0
TXN01054,2025,UPI,IDFC,2025-04-24 04:37:00,2025-04-24 04:38:00,13740.08,SUCCESS,0
TXN01055,1206,NEFT,Axis,2025-04-01 10:49:00,2025-04-02 10:49:00,28800.28,SUCCESS,0
TXN01056,1186,IMPS,Axis,2025-04-26 15:20:00,2025-04-26 15:35:00,60373.83,SUCCESS,0
TXN01057,1069,UPI,PNB,2025-05-26 21:36:00,2025-05-26 21:37:00,6.02,SUCCESS,0
TXN01058,1973,IMPS,ICICI,2025-05-06 01:06:00,2025-05-06 01:11:00,5800.65,SUCCESS,0
TXN01059,3896,IMPS,Axis,2025-04-01 14:32:00,2025-04-01 14:47:00,21633.64,SUCCESS,0
